sendevent /dev/input/event2 3 48 59
sendevent /dev/input/event2 3 48 38
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 356
sendevent /dev/input/event2 3 54 865
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 38
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 356
sendevent /dev/input/event2 3 54 865
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 38
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 356
sendevent /dev/input/event2 3 54 865
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 38
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 356
sendevent /dev/input/event2 3 54 865
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 38
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 356
sendevent /dev/input/event2 3 54 865
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 38
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 356
sendevent /dev/input/event2 3 54 865
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 38
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 356
sendevent /dev/input/event2 3 54 865
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 38
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 356
sendevent /dev/input/event2 3 54 865
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 38
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 356
sendevent /dev/input/event2 3 54 865
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 38
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 356
sendevent /dev/input/event2 3 54 865
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 38
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 356
sendevent /dev/input/event2 3 54 865
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 38
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 356
sendevent /dev/input/event2 3 54 865
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 38
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 356
sendevent /dev/input/event2 3 54 865
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 38
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 356
sendevent /dev/input/event2 3 54 865
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 38
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 356
sendevent /dev/input/event2 3 54 865
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 1 330 0
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 33
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 1 330 1
sendevent /dev/input/event2 3 53 404
sendevent /dev/input/event2 3 54 840
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 33
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 404
sendevent /dev/input/event2 3 54 840
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 33
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 404
sendevent /dev/input/event2 3 54 840
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 33
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 404
sendevent /dev/input/event2 3 54 840
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 33
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 404
sendevent /dev/input/event2 3 54 840
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 33
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 404
sendevent /dev/input/event2 3 54 840
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 33
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 404
sendevent /dev/input/event2 3 54 840
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 33
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 404
sendevent /dev/input/event2 3 54 840
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 33
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 404
sendevent /dev/input/event2 3 54 840
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 33
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 404
sendevent /dev/input/event2 3 54 840
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 33
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 404
sendevent /dev/input/event2 3 54 840
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 33
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 404
sendevent /dev/input/event2 3 54 840
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 33
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 404
sendevent /dev/input/event2 3 54 840
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 33
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 404
sendevent /dev/input/event2 3 54 840
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 33
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 404
sendevent /dev/input/event2 3 54 840
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 33
sendevent /dev/input/event2 3 57 0
sendevent /dev/input/event2 3 53 404
sendevent /dev/input/event2 3 54 840
sendevent /dev/input/event2 0 2 0
sendevent /dev/input/event2 0 0 0
sendevent /dev/input/event2 3 48 33
